1568135190140026882,@pIanethan playing rocket league💀,33,@pIanethan playing rocket league💀
1568134238691639296,@nocontextfooty Rocket League IRL,33,@nocontextfooty Rocket League IRL
1568133373733765122,I’ll 1v1 anybody in rocket league or call of duty,49,I’ll 1v1 anybody in rocket league or call of duty
1568129318592593921,"game 3 of rocket league placements 

opponent forfeited",55,"game 3 of rocket league placements 

opponent forfeited"
1568128440183693312,"I am currently looking for some Content Creators, Rocket League Players, and someone to help out with Admin Roles for Team Standby Discord. Please let me know if you are interested. #standbygaming #Newteam #Youngbuthungry @Team_Standby @RichEffects @b0sbeatdown @C3NTRAL96",272,"I am currently looking for some Content Creators, Rocket League Players, and someone to help out with Admin Roles for Team Standby Discord. Please let me know if you are interested. #standbygaming #Newteam #Youngbuthungry @Team_Standby @RichEffects @b0sbeatdown @C3NTRAL96"
1568128074662744064,"@AutomaticAb3 @ApeGeneral_ @degentigerking @BreDonofrio @alienfrens @jayooop I just listed a few games that I know people play, a lot of people play apex and rocket league in the group chat. I just don’t…",204,"@AutomaticAb3 @ApeGeneral_ @degentigerking @BreDonofrio @alienfrens @jayooop I just listed a few games that I know people play, a lot of people play apex and rocket league in the group chat. I just don’t…"
1568128014717689860,Mfs be GC2 and 'retiring' from Rocket League https://t.co/p9SQz1r0T3,44,Mfs be GC2 and 'retiring' from Rocket League https://t.co/p9SQz1r0T3
1568127653403582464,2nd rocket league placement i make this guy forfeit 5-2,55,2nd rocket league placement i make this guy forfeit 5-2
1568127619811676165,@ApeGeneral_ @degentigerking @Frens_For_Life @BreDonofrio @alienfrens @jayooop FACTS and some rocket league 🏆,109,@ApeGeneral_ @degentigerking @Frens_For_Life @BreDonofrio @alienfrens @jayooop FACTS and some rocket league 🏆
1568127523527196672,Hit champ on rocket league for the goated rocket bumpers out there,66,Hit champ on rocket league for the goated rocket bumpers out there
1568126952040501248,THEY ADDED PHONK TO ROCKET LEAGUE?,34,THEY ADDED PHONK TO ROCKET LEAGUE?
1568125692780621824,"@anyone with a rocket league skyline, trade me 🙏🏼",49,"@anyone with a rocket league skyline, trade me 🙏🏼"
1568123836037726208,Got my ass beat on rocket league by furryfemboylover,52,Got my ass beat on rocket league by furryfemboylover
1568121600553242624,"🏁#RocketLeague #GRATIS en Epic Games🏁

🏎️DATE PRIX: https://t.co/gHbl3wyxvd https://t.co/zrTP4BTbZ1",75,"🏁#RocketLeague #GRATIS en Epic Games🏁

🏎️DATE PRIX: https://t.co/gHbl3wyxvd https://t.co/zrTP4BTbZ1"
1568119433842905088,Streaming some Rocket League come chill and possibly follow. Looking for new viewers at https://t.co/I7s6SgKFyC #RocketLeague  #epic #epicgames #cars #soccer #racing #PathToAffiliate,182,Streaming some Rocket League come chill and possibly follow. Looking for new viewers at https://t.co/I7s6SgKFyC #RocketLeague  #epic #epicgames #cars #soccer #racing #PathToAffiliate
1568118756844486658,boutta play rocket league n get high who wanna come suck my dick while i play #nsfwtwt,86,boutta play rocket league n get high who wanna come suck my dick while i play #nsfwtwt
1568118705057562626,"Just played the most ridiculous game of Rocket League ever. Almost six minutes of OT, save after save, neither team can get it in, I hit the post multiple times, and then your boy scores the game winner in OT. Absolute scenes #RocketLeague https://t.co/aHZCpE7EuJ",239,"Just played the most ridiculous game of Rocket League ever. Almost six minutes of OT, save after save, neither team can get it in, I hit the post multiple times, and then your boy scores the game winner in OT. Absolute scenes #RocketLeague https://t.co/aHZCpE7EuJ"
1568117481029668871,"Got another High Five in Rocket League, I'm over the moon 🚀🌚",60,"Got another High Five in Rocket League, I'm over the moon 🚀🌚"
1568115766775488512,A 2+ year hiatus from rocket league and I’m instantly reminded of the brain aneurysms this game causes me,105,A 2+ year hiatus from rocket league and I’m instantly reminded of the brain aneurysms this game causes me
1568114820259483651,fuck i have to get rocket league now,36,fuck i have to get rocket league now
1568114613270585345,@pretzelz130 DID THEY PUT A TYPE R IN ROCKET LEAGUE???,54,@pretzelz130 DID THEY PUT A TYPE R IN ROCKET LEAGUE???
1568113415993933825,https://t.co/ozzCCXlnhy new progression montage out on YouTube number 1/4 I will be posting one every 3 months to see how much I will have changed over a year of playing rocket league.,184,https://t.co/ozzCCXlnhy new progression montage out on YouTube number 1/4 I will be posting one every 3 months to see how much I will have changed over a year of playing rocket league.
1568112640521535488,@NRGgg @aceu @Clix @will1us @Sizz @hazedCS @LuluLuvely @SHAQ @IRLBabynikki @flexinja @ethoz Pls want to 1v1 sizz in rocket league 🙏,131,@NRGgg @aceu @Clix @will1us @Sizz @hazedCS @LuluLuvely @SHAQ @IRLBabynikki @flexinja @ethoz Pls want to 1v1 sizz in rocket league 🙏
1568112502172487686,"@JohnnyxWolfieZA @RespawnedK @MeliPlayful @BigRetroShow @8BitGlitch79 @GamesDrink @StriderHydra @BlakRanger @CoopleofNerds @RivalsRetro @Moandain @Nintenjoe25 @johnblueriggs @LindaakaTheGam1 @Bandanagamer1 @RussLyman1 @Retrowolf88 @Nefarious_Wes @dyhptg @PinkwaveGamer @G4L808 @OMNIxEVIL @LilithaStar @GamReagan @clenchingduke @tanya__lunar @TangoduckyT @GuriaGaming @KinTailFox @GmaxYoda @GSkullie420 @Phoenixx934 @tweet_at_rebel @Rustypielover Which need for speed Johnny ? I have all of them we should play some games ,,, 

1, Destiny 2
2. GTA V RP
3. Back4Blood
4. Genshin Impact 
5. Rocket League 
6. Fortnite https://t.co/rEmcQoBHMV",614,"@JohnnyxWolfieZA @RespawnedK @MeliPlayful @BigRetroShow @8BitGlitch79 @GamesDrink @StriderHydra @BlakRanger @CoopleofNerds @RivalsRetro @Moandain @Nintenjoe25 @johnblueriggs @LindaakaTheGam1 @Bandanagamer1 @RussLyman1 @Retrowolf88 @Nefarious_Wes @dyhptg @PinkwaveGamer @G4L808 @OMNIxEVIL @LilithaStar @GamReagan @clenchingduke @tanya__lunar @TangoduckyT @GuriaGaming @KinTailFox @GmaxYoda @GSkullie420 @Phoenixx934 @tweet_at_rebel @Rustypielover Which need for speed Johnny ? I have all of them we should play some games ,,, 

1, Destiny 2
2. GTA V RP
3. Back4Blood
4. Genshin Impact 
5. Rocket League 
6. Fortnite https://t.co/rEmcQoBHMV"
1568111854450348034,"I drew myself in my own Rocket League car :3 💜 
Took screenshot of my fav map for the background. Sorry for the ugly huge watermark :&lt; 
#art #rocketleague #blobart https://t.co/c1d1nF3Jdt",166,"I drew myself in my own Rocket League car :3 💜 
Took screenshot of my fav map for the background. Sorry for the ugly huge watermark :&lt; 
#art #rocketleague #blobart https://t.co/c1d1nF3Jdt"
1568111587004764162,@elizashorny Lets play rocket league :3,39,@elizashorny Lets play rocket league :3
1568110469344378884,"@rossdie7 @Elunbekannt_ Vouchazo, the best rocket league player in latam",72,"@rossdie7 @Elunbekannt_ Vouchazo, the best rocket league player in latam"
1568109997640269824,Won a platnum tournament with my buddies on the second day of season 8 on rocket league!,88,Won a platnum tournament with my buddies on the second day of season 8 on rocket league!
1568109499864555520,"Xbox Series S Fortnite and Rocket League Bundle + Xbox Wireless Controller Carbo-

Save $69.99 (19% off)

https://t.co/Vm0wcVSX9o https://t.co/uM57JXVdW0",129,"Xbox Series S Fortnite and Rocket League Bundle + Xbox Wireless Controller Carbo-

Save $69.99 (19% off)

https://t.co/Vm0wcVSX9o https://t.co/uM57JXVdW0"
1568108913773498369,"The games I play are beyond anyone's understand anyways
1.Terraria
2.rocket league
3. Koikatsu Party
4. Black Desert
5.PSO2
.6 Beat Saber
and a lot of others because I have no life outside of work and sleep. https://t.co/YhuVS7DN0W",207,"The games I play are beyond anyone's understand anyways
1.Terraria
2.rocket league
3. Koikatsu Party
4. Black Desert
5.PSO2
.6 Beat Saber
and a lot of others because I have no life outside of work and sleep. https://t.co/YhuVS7DN0W"
1568108145200828416,"Covid has driven me to playing rocket league. What's worse is that I'm actually 
cracked at it

Streaming Rocket League tomorrow",128,"Covid has driven me to playing rocket league. What's worse is that I'm actually 
cracked at it

Streaming Rocket League tomorrow"
1568107761044701184,@bittyfps Rocket league,23,@bittyfps Rocket league
1568106715333402626,The red M&amp;M beat Tingle at Rocket League.,45,The red M&amp;M beat Tingle at Rocket League.
1568105441481179136,"@PangSparkles Good that I don't play Rocket League
Hail me",58,"@PangSparkles Good that I don't play Rocket League
Hail me"
1568105314628558849,Rocket League Season 7 Highlights https://t.co/dJn7ZZp7xe via @YouTube,70,Rocket League Season 7 Highlights https://t.co/dJn7ZZp7xe via @YouTube
1568104261640232960,Went back to rocket league because I’m trash at everything else :),66,Went back to rocket league because I’m trash at everything else :)
1568104138767990785,I'm now live playing Rocket League over on Twitch: https://t.co/jyNsmIpF9Z 🎮,76,I'm now live playing Rocket League over on Twitch: https://t.co/jyNsmIpF9Z 🎮
1568103494413950977,They did not put a fucking Type R in Rocket League LMAOOOOO,59,They did not put a fucking Type R in Rocket League LMAOOOOO
1568102072939335682,"Term 3 2022 Acer High Schools Cup 
Rocket League Match Highlight 
powered by @PredatorGaming!
🎙️ @MendrixNm &amp; @KadiusCasts
 📌Learn more at https://t.co/U6aFqnHn5E

@ViewSonic @AGONbyAOC @RIGGaming
#esports #gamer #rocketleague #Highlights #highschool https://t.co/zevfZth4vv",254,"Term 3 2022 Acer High Schools Cup 
Rocket League Match Highlight 
powered by @PredatorGaming!
🎙️ @MendrixNm &amp; @KadiusCasts
 📌Learn more at https://t.co/U6aFqnHn5E

@ViewSonic @AGONbyAOC @RIGGaming
#esports #gamer #rocketleague #Highlights #highschool https://t.co/zevfZth4vv"
1568101783192629251,"@EpicGames 

Must have the feature to change the Profile Photo/Avatar already Epic friends :-) so there's no need to use Rocket League.

God bless you.
https://t.co/jD9lGVLwtu",175,"@EpicGames 

Must have the feature to change the Profile Photo/Avatar already Epic friends :-) so there's no need to use Rocket League.

God bless you.
https://t.co/jD9lGVLwtu"
1568099459917312000,"@Elunbekannt_ Holaaa, a la orden!
-Fall guys
-Among Us
-Rocket League",69,"@Elunbekannt_ Holaaa, a la orden!
-Fall guys
-Among Us
-Rocket League"
1568098817118986240,"Rocket League Mini Pull-Back Racer Car Mystery Balls Factory Sealed Box of 20 [CCJT8F3]

https://t.co/KAddACJHDE",112,"Rocket League Mini Pull-Back Racer Car Mystery Balls Factory Sealed Box of 20 [CCJT8F3]

https://t.co/KAddACJHDE"
1568098456064892928,@baddiebets I know rocket league 👀,34,@baddiebets I know rocket league 👀
1568097762297643011,@tradaryan IM WATXHING MY FRIEND PLAY ROCKET LEAGUE SORRY 😭😭 BUT ALSO DID U READ UR BIBLE YET???,96,@tradaryan IM WATXHING MY FRIEND PLAY ROCKET LEAGUE SORRY 😭😭 BUT ALSO DID U READ UR BIBLE YET???
1568096711360258048,"@Volterohh so with rocket league open, start up task manager, click the details tab, right click RocketLeague.exe, hover over set priority, select High",151,"@Volterohh so with rocket league open, start up task manager, click the details tab, right click RocketLeague.exe, hover over set priority, select High"
1568094864708960258,"Me: Trying to innocently teach @JAutaubo how to aerial in Rocket League

@OnJahtho_o : https://t.co/mSj2Gse2H9",86,"Me: Trying to innocently teach @JAutaubo how to aerial in Rocket League

@OnJahtho_o : https://t.co/mSj2Gse2H9"
1568093952183619584,"@Elunbekannt_ q onda me presento: dizztyle xd
juego
fallguys
among us
valorant
rocket league
💜💜💜💜 https://t.co/oBY2ejbcJy",97,"@Elunbekannt_ q onda me presento: dizztyle xd
juego
fallguys
among us
valorant
rocket league
💜💜💜💜 https://t.co/oBY2ejbcJy"
1568093888727994369,"Rocket league to me has been the most fun game to grind and get better. Have to thank my 3 buds for everything they taught me. Jay, Guiney and @RusskiiX  I love yall &lt;3 thank you for helping me improve each day.",214,"Rocket league to me has been the most fun game to grind and get better. Have to thank my 3 buds for everything they taught me. Jay, Guiney and @RusskiiX  I love yall &lt;3 thank you for helping me improve each day."
1568093378369265664,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/Je7RoAtLJY,104,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/Je7RoAtLJY
1568093083413135360,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/wUa3nszhzt,104,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/wUa3nszhzt
1568092802688376832,Just went LIVE!!!! Rocket league tourney tune in!!!!,52,Just went LIVE!!!! Rocket league tourney tune in!!!!
1568092613395496960,Omg my bf is on my account tking shit on rocket league 😭😫☹️,59,Omg my bf is on my account tking shit on rocket league 😭😫☹️
1568090080132169728,anyone play rocket league?,26,anyone play rocket league?
1568089140171866112,RARE BOB STREAM. GOING FOR CHAMP ON ROCKET LEAGUE WITH GANGY live at https://t.co/rYkSiPZW4j,92,RARE BOB STREAM. GOING FOR CHAMP ON ROCKET LEAGUE WITH GANGY live at https://t.co/rYkSiPZW4j
1568089074455515140,"Peggle skin fortnite

Sparklemane blue cube style
Rocket league backbking",73,"Peggle skin fortnite

Sparklemane blue cube style
Rocket league backbking"
1568088064483893252,"🚨🚨🚨 [DELAYED 90 SECONDS] [$289.99]
Xbox Series S Fortnite and Rocket League Bundle - Incl Xbox 
#xbox #xboxSeriesS #RocketLeagueBundle
Source: ebay Listing
Reason: Sold by antonline

12:03:02.0510 AM EDT #Ad

https://t.co/1Rpj6l6qxt",232,"🚨🚨🚨 [DELAYED 90 SECONDS] [$289.99]
Xbox Series S Fortnite and Rocket League Bundle - Incl Xbox 
#xbox #xboxSeriesS #RocketLeagueBundle
Source: ebay Listing
Reason: Sold by antonline

12:03:02.0510 AM EDT #Ad

https://t.co/1Rpj6l6qxt"
1568086523349721089,New season of Rocket League!!!!! https://t.co/aJTyjsFaTG,56,New season of Rocket League!!!!! https://t.co/aJTyjsFaTG
1568086004535541766,Is rocket league a sports game,30,Is rocket league a sports game
1568085868858195971,Rocket League Goal Explosion https://t.co/QrMA8yn5rU,28,Rocket League Goal Explosion https://t.co/QrMA8yn5rU
1568085101141004288,"Rocket league made me start to say "" my bad"" instead of saying sorry",68,"Rocket league made me start to say "" my bad"" instead of saying sorry"
1568084296061308934,I am officially a KEYBOARD player in Rocket League.,51,I am officially a KEYBOARD player in Rocket League.
1568083786864410624,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/NBuHkXfd8x,104,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/NBuHkXfd8x
1568083643696021505,"Great stream. Making loads of progress in Death Stranding. Raided @jongon005 who's streaming Rocket League and Apex. More tomorrow 💚
https://t.co/TUEnV4QDhd",156,"Great stream. Making loads of progress in Death Stranding. Raided @jongon005 who's streaming Rocket League and Apex. More tomorrow 💚
https://t.co/TUEnV4QDhd"
1568083138231902208,i will cook anybody on fortnite or rocket league or apex i am a warlord,71,i will cook anybody on fortnite or rocket league or apex i am a warlord
1568082951681753088,@Flow_Kayy joins the Rocket League roster as a sub! https://t.co/xRdR41tZAV,51,@Flow_Kayy joins the Rocket League roster as a sub! https://t.co/xRdR41tZAV
1568082121788383232,"Anyone play Rocket League around Champ 1 to Champ 3 looking for someone to play with regularly?

I’d like to stream RL more but I want someone I can queue with consistently to provide better content.",199,"Anyone play Rocket League around Champ 1 to Champ 3 looking for someone to play with regularly?

I’d like to stream RL more but I want someone I can queue with consistently to provide better content."
1568081961117224962,@T3Bates I agree. I noticed this very early on when Rocket League comp scene was starting to get big. So many teams kept getting disbanded and players swapped rosters left and right. Consistency takes time and practice,218,@T3Bates I agree. I noticed this very early on when Rocket League comp scene was starting to get big. So many teams kept getting disbanded and players swapped rosters left and right. Consistency takes time and practice
1568081179097587712,Finally won a 2v2 Rocket league tourney! I feel the small improvements for suree. Gotta thank My friend Guiney for playing and teaching me so much so far with each game &lt;3 https://t.co/A6lc5csCju,174,Finally won a 2v2 Rocket league tourney! I feel the small improvements for suree. Gotta thank My friend Guiney for playing and teaching me so much so far with each game &lt;3 https://t.co/A6lc5csCju
1568080967725719552,Fuck the kid on my team in rocket league mobile who threw the game and own goaled twice,87,Fuck the kid on my team in rocket league mobile who threw the game and own goaled twice
1568079859498520576,played rocket league for the first time in a week and I actually might become a honda civic main,96,played rocket league for the first time in a week and I actually might become a honda civic main
1568079367619616772,how did i get so shit at rocket league,38,how did i get so shit at rocket league
1568079204973158400,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/Uy6omxYGNY,104,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/Uy6omxYGNY
1568078099970985985,@TheBopPops @RLStatsGG mfs already copied the rocket league car and it hasnt even been 2 days since the season started smh,122,@TheBopPops @RLStatsGG mfs already copied the rocket league car and it hasnt even been 2 days since the season started smh
1568077887827505153,"Just won a platinum rocket league tourney, it’s fun when you play people the same rank as you😂",94,"Just won a platinum rocket league tourney, it’s fun when you play people the same rank as you😂"
1568077844856848384,@SmashleyFC rocket league,25,@SmashleyFC rocket league
1568077365762457600,@katrinaltrnsl8r @PlayOverwatch Still pisses me off that ACAB is filtered on Rocket League but MAGA isn't,105,@katrinaltrnsl8r @PlayOverwatch Still pisses me off that ACAB is filtered on Rocket League but MAGA isn't
1568077341594886144,@OU7P4ND3R3D would you play Rocket League if they had a warthog skin since the real game has met it’s demise?,109,@OU7P4ND3R3D would you play Rocket League if they had a warthog skin since the real game has met it’s demise?
1568076465723301888,(18+)Rocket League with my boy!!! Come chill! https://t.co/vOFfuKgapW,69,(18+)Rocket League with my boy!!! Come chill! https://t.co/vOFfuKgapW
1568075949257723907,Playing Rocket League for the first time in fucking ages,56,Playing Rocket League for the first time in fucking ages
1568075160183541760,Fuck rocket league fuuuuuuuuuuuuuuuuuuuuuuuuy https://t.co/rih2aQqUqM,45,Fuck rocket league fuuuuuuuuuuuuuuuuuuuuuuuuy https://t.co/rih2aQqUqM
1568075019988893697,What’s your thought on Season 8 of rocket league?!?,51,What’s your thought on Season 8 of rocket league?!?
1568073055703810049,"I'm live on twitch with rocket league come join and chat with me

https://t.co/kHfVzRJ2vn",89,"I'm live on twitch with rocket league come join and chat with me

https://t.co/kHfVzRJ2vn"
1568072842100580353,"@SupportingStre3 I'm live with some rocket league if anyone's interested 
https://t.co/kHfVzRJ2vn",97,"@SupportingStre3 I'm live with some rocket league if anyone's interested 
https://t.co/kHfVzRJ2vn"
1568071657943715841,"Why does the new Rocket Pass feature car in Rocket League not allow most of the flags to be used on it? No NBA flags or MLB flags, just international and two community flags? Why?",179,"Why does the new Rocket Pass feature car in Rocket League not allow most of the flags to be used on it? No NBA flags or MLB flags, just international and two community flags? Why?"
1568071577660448774,I'm now streaming on Twitch! Playing Rocket League https://t.co/Lgm66BstQT,74,I'm now streaming on Twitch! Playing Rocket League https://t.co/Lgm66BstQT
1568071245333151750,oh no.. new rocket league season.. i guess ill come back,56,oh no.. new rocket league season.. i guess ill come back
1568070787810168834,"Ayyy, I just went live on Twitch at https://t.co/s3ByhKQxlM playing some Rocket League",86,"Ayyy, I just went live on Twitch at https://t.co/s3ByhKQxlM playing some Rocket League"
1568070775529259010,without my wife I am an untethered man of hedonism (pizza and rocket league) https://t.co/RjV58r22Ou,76,without my wife I am an untethered man of hedonism (pizza and rocket league) https://t.co/RjV58r22Ou
1568070542997200896,I swear Rocket League's ingame voice chat makes everyone sound like they're speaking through a $5 walmart headset everytime it's on.,132,I swear Rocket League's ingame voice chat makes everyone sound like they're speaking through a $5 walmart headset everytime it's on.
1568069930720845824,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/mkRB46sWQx,104,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/mkRB46sWQx
1568069565988446210,Just ripped 3 blinkers in a row off the Rocket League cart. So high,67,Just ripped 3 blinkers in a row off the Rocket League cart. So high
1568069498653102082,GONNA BE A GOOD YEAR. MORE mang+ with joey THE PREMIER DEBUT OF MANGO AXE WEDNESDAY ROCKET LEAGUE LEFT 4 DEAD?,110,GONNA BE A GOOD YEAR. MORE mang+ with joey THE PREMIER DEBUT OF MANGO AXE WEDNESDAY ROCKET LEAGUE LEFT 4 DEAD?
1568069323541053440,@angelgranados__ @xjaaybear @OfficialKuroTV Ight bro lets play rocket league after my game,90,@angelgranados__ @xjaaybear @OfficialKuroTV Ight bro lets play rocket league after my game
1568068781007863808,"Check out ⁦@keafys⁩ Variety Game Stream - Valhalla is working, maybe some Elden Ring and rocket league with the buddies! https://t.co/rknlqyH9VR",144,"Check out ⁦@keafys⁩ Variety Game Stream - Valhalla is working, maybe some Elden Ring and rocket league with the buddies! https://t.co/rknlqyH9VR"
1568068617899769859,@StyledPigeon @Edshedd_RL @SunlessKhan @Lethamyr_RL Tbh that would be more interesting for some diehard fans but probably would make Rocket League less interesting to the general public. Bigger map means more driving and waiting for the ball to land and more players means fewer goals will be scored andwould be more boring to watch,332,@StyledPigeon @Edshedd_RL @SunlessKhan @Lethamyr_RL Tbh that would be more interesting for some diehard fans but probably would make Rocket League less interesting to the general public. Bigger map means more driving and waiting for the ball to land and more players means fewer goals will be scored andwould be more boring to watch
1568068561309995008,I don't think I ever want to play Rocket League ever again,58,I don't think I ever want to play Rocket League ever again
1568068165006934016,@Abellcymeg Rocket League sideswipe,35,@Abellcymeg Rocket League sideswipe
1568068155221708800,"@bucs_insider @BrettKollmann Not at all, Josh Allen is an absolute specimen and he's a unicorn in this league. Built like a fridge with wheels and a rocket launcher for an arm",175,"@bucs_insider @BrettKollmann Not at all, Josh Allen is an absolute specimen and he's a unicorn in this league. Built like a fridge with wheels and a rocket launcher for an arm"
1568066924013146114,@Grunkkkk @isaac_why grunk get off rocket league,48,@Grunkkkk @isaac_why grunk get off rocket league
1568066349024305152,@Cryptopia33 Rocket League too,30,@Cryptopia33 Rocket League too
1568065992009318401,This is rocket league!,22,This is rocket league!
1568065263404306434,@SebIguess1 Minecraft or rocket league????,42,@SebIguess1 Minecraft or rocket league????
1568064699346087936,"1 or 2? Orange or Blue? Either way, I present to you the best Honda preset in the whole of Rocket League. https://t.co/9gWagI0JI5",105,"1 or 2? Orange or Blue? Either way, I present to you the best Honda preset in the whole of Rocket League. https://t.co/9gWagI0JI5"
1568064399264595968,Live to grind some Rocket League for the start of the season. Let's see how we do.,82,Live to grind some Rocket League for the start of the season. Let's see how we do.
1568064369954623489,@Madlyww rocket league is not real soccer 💀,43,@Madlyww rocket league is not real soccer 💀
1568064173522690053,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/5f1ZVzqd90,104,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/5f1ZVzqd90
1568063841501696002,@feelingsofpluto Rocket League,30,@feelingsofpluto Rocket League
1568063811789135872,@Social_Pro_Mote Warzone Fortnite an apex rocket league an more !🤘💪👽,68,@Social_Pro_Mote Warzone Fortnite an apex rocket league an more !🤘💪👽
1568063641089413121,There is no one in Rocket League quite like @yanxnz https://t.co/hdrtnUgdfv,51,There is no one in Rocket League quite like @yanxnz https://t.co/hdrtnUgdfv
1568062409612435460,bro how u lose 0-30 on rocket league,36,bro how u lose 0-30 on rocket league
1568062313340538882,"@BlazeAella I stream a Variety of games like Fortnite, Apex Legends, Rocket League, Valorant and more but im also always open to other games as well! I stream frequently and am building my channel and community back up! Click here for more :3 

https://t.co/bClUHhK8Eu",268,"@BlazeAella I stream a Variety of games like Fortnite, Apex Legends, Rocket League, Valorant and more but im also always open to other games as well! I stream frequently and am building my channel and community back up! Click here for more :3 

https://t.co/bClUHhK8Eu"
1568062038047440897,@expensive_fails That foo ready for Rocket League FR!,53,@expensive_fails That foo ready for Rocket League FR!
1568061512341753856,"@vanessa_step I stream a Variety of games like Fortnite, Apex Legends, Rocket League, Valorant and more but im also always open to other games as well! I stream frequently and am building my channel and community back up! Click here for more :3 

https://t.co/bClUHhK8Eu",270,"@vanessa_step I stream a Variety of games like Fortnite, Apex Legends, Rocket League, Valorant and more but im also always open to other games as well! I stream frequently and am building my channel and community back up! Click here for more :3 

https://t.co/bClUHhK8Eu"
1568061041094922243,"Lag switchers again.
Thanks for fixing it Rocket League https://t.co/tOkBcJWASQ",55,"Lag switchers again.
Thanks for fixing it Rocket League https://t.co/tOkBcJWASQ"
1568060870453780480,"@RandomRl It was a pleasure meeting you and competing alongside you at one point. You were very talented at Rocket League, so I'm sure you'll find ways to build talent in other things. I truly wish you the best, always love.",224,"@RandomRl It was a pleasure meeting you and competing alongside you at one point. You were very talented at Rocket League, so I'm sure you'll find ways to build talent in other things. I truly wish you the best, always love."
1568060731345575936,I'm now streaming on Twitch! Playing Rocket League. Come watch me! https://t.co/WZS0TOrDVl #Live #Twitch #Watch #ExtraLife #Gamer #GamersUnit #Game #Livestreaming #MidnightSocietyLive https://t.co/SSqpOT2zcV,183,I'm now streaming on Twitch! Playing Rocket League. Come watch me! https://t.co/WZS0TOrDVl #Live #Twitch #Watch #ExtraLife #Gamer #GamersUnit #Game #Livestreaming #MidnightSocietyLive https://t.co/SSqpOT2zcV
1568060450067169283,@EpicGamesPub @PsyonixStudios @RocketLeague #Xbox #RocketLeague #TRASH Game is getting worse every single time we play! Lagging servers. Game crashes. Hackers galore. Latency issues. Every new update makes the game worse. Guess it's almost time to give up on Rocket League... 😔,277,@EpicGamesPub @PsyonixStudios @RocketLeague #Xbox #RocketLeague #TRASH Game is getting worse every single time we play! Lagging servers. Game crashes. Hackers galore. Latency issues. Every new update makes the game worse. Guess it's almost time to give up on Rocket League... 😔
1568060016476966912,@LOTNorm We’ll get the game pass and play everything! Also fortnite and rocket league are freeeee,97,@LOTNorm We’ll get the game pass and play everything! Also fortnite and rocket league are freeeee
1568059330733162496,"Man, rocket league looks fun lately, i dont wanna play matches alone, (cuz eh) but the custom maps and mario kart maps are fuckin' fun.

Anyways, good nighty! :3",161,"Man, rocket league looks fun lately, i dont wanna play matches alone, (cuz eh) but the custom maps and mario kart maps are fuckin' fun.

Anyways, good nighty! :3"
1568059046489382912,"JV Rocket League team, Raider Skull, rocked their pre-season match today!  Shout out to @RoswellHighSch and their esports team for great matches today in SSBU. Plus the match queue that @playvs has developed has really paid off by giving all teams a chance to compete.",268,"JV Rocket League team, Raider Skull, rocked their pre-season match today!  Shout out to @RoswellHighSch and their esports team for great matches today in SSBU. Plus the match queue that @playvs has developed has really paid off by giving all teams a chance to compete."
1568058968626577409,rocket league has better music taste than me,44,rocket league has better music taste than me
1568057968515497984,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/5WZoriuc5z,104,Check out my broadcast from my PlayStation 4! #PS4live (Rocket League®)  live at https://t.co/5WZoriuc5z
1568056630956154880,"Variety Game Stream - Valhalla is working, maybe some Elden Ring and rocket league with the buddies! https://t.co/ohTpXvc7XC
@twitchtroopers #twitchstreamer #streaming #gaming #contentcreator #helpmegrow #supportsmallstreamers #glytchenergy #chillvibes #gamer",259,"Variety Game Stream - Valhalla is working, maybe some Elden Ring and rocket league with the buddies! https://t.co/ohTpXvc7XC
@twitchtroopers #twitchstreamer #streaming #gaming #contentcreator #helpmegrow #supportsmallstreamers #glytchenergy #chillvibes #gamer"
1568056460927459328,"Just realized I got my 10,000th win in Rocket League today! https://t.co/vuyDKbMZ5g",59,"Just realized I got my 10,000th win in Rocket League today! https://t.co/vuyDKbMZ5g"
1568056444473196544,@realfutebolnews Rocket league,30,@realfutebolnews Rocket league
1568056216844226562,"missed rocket league on tuesday, so we're running it today

https://t.co/Osfaa4RIBy",83,"missed rocket league on tuesday, so we're running it today

https://t.co/Osfaa4RIBy"
